estratopri,ur,coll1,sexo_std,ur_num,age_gender_clean,ed_clean,colocup4an_clean,etid_clean,cs1_num,cs5_num,cs7_num,infrax_clean,wc1_clean,wc2_clean,wc3_clean,trust_num,leg_num,l1_clean,just1_clean,resp1_clean,poley1_clean,poley2_clean,poley3_clean,pr1_clean,pr5_num,pet1_num,pet3_num,effec1_num,effec2_num,eff1_num,eff2_num,aoj21_clean,prot3_clean,colseg_clean,cp6_clean,cp13_clean,colcp8a_clean,pn4_clean,noncontacts_num,refusal_num,resp1_likert,just1_likert,poley1_likert,poley2_likert,poley3_likert
Andina,Rural,,Mujer,0,Hombre adulto,11,Trabajando?,Mestiza,7,7,7,Entre 10 y hasta 30 minutos,No,No,No,5,7,6,Siempre,Siempre,Rara vez,Nunca,Nunca,7,7,4,,5,5,3,4,Delincuentes comunes,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,5.0,5.0,2.0,1.0,1.0
Andina,Urbano,,Mujer,1,Hombre adulto joven,11,Trabajando?,Mestiza,7,7,7,Entre 10 y hasta 30 minutos,No,No,No,5,7,,Siempre,Siempre,Rara vez,Rara vez,Nunca,7,7,4,,4,7,3,4,Pandillas,No ha participado,Peor,Una o dos veces al año,Nunca,Nunca,Insatisfecho(a),0,0,5.0,5.0,2.0,2.0,1.0
Andina,Urbano,,Mujer,1,Mujer adulta mayor,5,Se dedica a los quehaceres de su hogar?,Mestiza,7,7,7,Entre 10 y hasta 30 minutos,No,No,No,7,7,Derecha,Siempre,Siempre,Nunca,Nunca,Nunca,7,7,4,,7,7,4,2,Delincuentes comunes,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,5.0,5.0,1.0,1.0,1.0
Andina,Urbano,,Mujer,1,Mujer adulta,11,Trabajando?,Blanca,7,7,7,Entre 10 y hasta 30 minutos,No,No,No,7,7,Izquierda,Siempre,Siempre,Nunca,Nunca,Nunca,7,7,5,,7,7,5,2,Ninguno,No ha participado,Peor,Una o dos veces al mes,Nunca,Nunca,Satisfecho(a),0,0,5.0,5.0,1.0,1.0,1.0
Andina,Urbano,,Mujer,1,Mujer adulta,5,Trabajando?,Mestiza,7,7,7,Entre 10 y hasta 30 minutos,No,No,No,7,7,5,Siempre,Siempre,Nunca,Rara vez,Nunca,7,4,4,,7,5,3,4,Delincuentes comunes,No ha participado,Peor,Una o dos veces al mes,Nunca,Nunca,Satisfecho(a),0,0,5.0,5.0,1.0,2.0,1.0
Orinoquía-Amazonía,Urbano,,Hombre,1,Hombre adulto joven,11,Trabajando?,Mestiza,4,4,3,Entre 10 y hasta 30 minutos,No,Sí,Sí,4,4,7,Algunas veces,Rara vez,Nunca,Nunca,Rara vez,5,4,4,3,5,5,4,3,Guerrillas,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Muy satisfecho(a),2,0,2.0,3.0,1.0,1.0,2.0
Orinoquía-Amazonía,Urbano,,Hombre,1,Hombre adulto mayor,Ninguno,Trabajando?,Blanca,7,7,6,Entre 10 y hasta 30 minutos,Sí,No,No,5,6,Derecha,Nunca,Siempre,Nunca,Nunca,Nunca,6,4,5,2,2,4,6,4,Delincuentes comunes,No ha participado,Peor,Una o dos veces al mes,Nunca,Una o dos veces al mes,Insatisfecho(a),0,0,5.0,1.0,1.0,1.0,1.0
Orinoquía-Amazonía,Urbano,,Hombre,1,Hombre adulto,16,Trabajando?,Mestiza,7,7,6,Más de 30 minutos y hasta una hora,No,No,No,6,7,4,Siempre,Siempre,Nunca,Nunca,Rara vez,Propia,2,4,1,1,4,2,7,Crimen organiado y narcotraficantes,No ha participado,Peor,Una o dos veces al año,Nunca,Nunca,Insatisfecho(a),0,0,5.0,5.0,1.0,1.0,2.0
Orinoquía-Amazonía,Urbano,,Hombre,1,Mujer adulta joven,15,Es estudiante?,Mestiza,4,3,3,Entre 10 y hasta 30 minutos,No,No,No,5,5,5,Algunas veces,Algunas veces,Algunas veces,Rara vez,Rara vez,Prestada/cedida o compartida,3,7,5,5,5,5,6,Delincuentes comunes,No ha participado,Igual,Nunca,Nunca,Nunca,Satisfecho(a),0,0,3.0,3.0,3.0,2.0,2.0
Orinoquía-Amazonía,Urbano,,Hombre,1,Mujer adulta mayor,18+,Se dedica a los quehaceres de su hogar?,Blanca,7,7,5,Menos de 10 minutos,No,No,No,7,7,Izquierda,Algunas veces,Siempre,Nunca,Rara vez,Nunca,7,7,5,2,7,6,5,5,Delincuentes comunes,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,5.0,3.0,1.0,2.0,1.0
Orinoquía-Amazonía,Urbano,,Hombre,1,Mujer adulta,16,Trabajando?,Otra,3,2,2,Más de 30 minutos y hasta una hora,Sí,Sí,Sí,2,3,5,Algunas veces,Algunas veces,Frecuentemente,Algunas veces,Algunas veces,Propia,1,3,3,4,2,2,3,Delincuentes comunes,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,3.0,3.0,4.0,3.0,3.0
Orinoquía-Amazonía,Urbano,,Hombre,1,Hombre adulto mayor,17,Está buscando trabajo activamente?,Blanca,5,3,3,Entre 10 y hasta 30 minutos,Sí,Sí,Sí,5,5,Izquierda,Frecuentemente,Frecuentemente,Frecuentemente,Rara vez,Rara vez,5,4,7,7,5,5,5,4,Las BACRIM,No ha participado,Mejor,Una vez a la semana,Nunca,Nunca,Satisfecho(a),0,0,4.0,4.0,4.0,2.0,2.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Mujer adulta mayor,7,Se dedica a los quehaceres de su hogar?,Mulata,6,,4,Entre 10 y hasta 30 minutos,No,Sí,No,6,6,8,Nunca,,Nunca,,Algunas veces,5,4,4,4,,5,4,5,Guerrillas,No ha participado,Igual,Una vez a la semana,Nunca,Una o dos veces al mes,,0,0,,1.0,1.0,,3.0
Orinoquía-Amazonía,Urbano,,Hombre,1,Hombre adulto,16,Está buscando trabajo activamente?,Blanca,2,3,3,Entre 10 y hasta 30 minutos,Sí,Sí,No,5,4,3,Rara vez,Rara vez,Rara vez,Rara vez,Rara vez,Otra situación,4,4,5,4,4,5,5,Guerrillas,No ha participado,Peor,Nunca,Nunca,Nunca,Satisfecho(a),0,0,2.0,2.0,2.0,2.0,2.0
Orinoquía-Amazonía,Urbano,,Hombre,1,Mujer adulta joven,11,Trabajando?,Mestiza,1,2,1,Más de 30 minutos y hasta una hora,Sí,No,No,2,2,Derecha,Rara vez,Rara vez,Rara vez,Rara vez,Nunca,Propia,2,2,2,2,2,3,2,Las BACRIM,No ha participado,Peor,Nunca,Nunca,Nunca,Satisfecho(a),0,0,2.0,2.0,2.0,2.0,1.0
Orinoquía-Amazonía,Urbano,,Hombre,1,Hombre adulto,5,No trabaja y no está buscando trabajo?,Mestiza,7,7,5,Entre 10 y hasta 30 minutos,No,No,No,3,4,Derecha,Algunas veces,Algunas veces,Algunas veces,Rara vez,Rara vez,Prestada/cedida o compartida,4,4,1,5,5,3,3,Ninguno,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,3.0,3.0,3.0,2.0,2.0
Orinoquía-Amazonía,Urbano,,Hombre,1,Hombre adulto joven,11,Trabajando?,Mestiza,6,5,5,Entre 10 y hasta 30 minutos,Sí,Sí,No,7,7,5,Frecuentemente,Siempre,Nunca,Nunca,Nunca,6,5,4,5,7,7,3,5,Delincuentes comunes,No ha participado,Igual,Una o dos veces al mes,Nunca,Nunca,Insatisfecho(a),0,0,5.0,4.0,1.0,1.0,1.0
Orinoquía-Amazonía,Urbano,,Hombre,1,Hombre adulto,5,Está incapacitado permanentemente para trabajar?,Otra,7,7,7,Más de 30 minutos y hasta una hora,No,No,No,7,7,7,Rara vez,Rara vez,Rara vez,Nunca,Nunca,5,5,5,3,6,7,1,2,Delincuentes comunes,No ha participado,Igual,Una o dos veces al año,Nunca,Nunca,Insatisfecho(a),0,0,2.0,2.0,2.0,1.0,1.0
Orinoquía-Amazonía,Urbano,,Hombre,1,Hombre adulto mayor,Ninguno,Está incapacitado permanentemente para trabajar?,,1,1,1,[No Leer] No hay Policía/ No llegaría nunca,No,Sí,No,1,7,Derecha,Nunca,Nunca,Algunas veces,Siempre,Frecuentemente,7,1,7,1,1,1,7,7,Policía o militares,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Muy insatisfecho(a),0,0,1.0,1.0,3.0,5.0,4.0
Orinoquía-Amazonía,Urbano,,Hombre,1,Hombre adulto joven,11,Es estudiante?,Indígena,5,4,3,Entre 10 y hasta 30 minutos,Sí,Sí,No,2,6,6,Rara vez,Frecuentemente,Nunca,Nunca,Nunca,5,4,6,5,5,5,2,4,Delincuentes comunes,No ha participado,Igual,Una vez a la semana,Nunca,Una vez a la semana,Insatisfecho(a),0,0,4.0,2.0,1.0,1.0,1.0
Orinoquía-Amazonía,Urbano,,Hombre,1,Hombre adulto mayor,6,Trabajando?,Mestiza,7,7,5,Entre 10 y hasta 30 minutos,No,No,No,5,4,8,Algunas veces,Algunas veces,Rara vez,Nunca,Nunca,5,5,5,1,5,5,4,4,Guerrillas,No ha participado,Peor,Nunca,Nunca,Nunca,Satisfecho(a),0,0,3.0,3.0,2.0,1.0,1.0
Orinoquía-Amazonía,Urbano,,Hombre,1,Mujer adulta joven,17,Está buscando trabajo activamente?,,5,4,3,Entre 10 y hasta 30 minutos,No,No,No,3,3,3,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Otra situación,3,5,5,3,3,4,4,Ninguno,No ha participado,Igual,Una o dos veces al mes,Nunca,Nunca,Satisfecho(a),0,0,4.0,4.0,4.0,4.0,4.0
Orinoquía-Amazonía,Urbano,,Hombre,1,Mujer adulta mayor,7,Se dedica a los quehaceres de su hogar?,,3,3,4,Entre 10 y hasta 30 minutos,No,Sí,,3,4,Derecha,Rara vez,Rara vez,,Nunca,Algunas veces,Otra situación,3,3,3,3,2,1,,Guerrillas,No ha participado,Peor,Una o dos veces al mes,Nunca,Nunca,,0,0,2.0,2.0,,1.0,3.0
Orinoquía-Amazonía,Urbano,,Hombre,1,Mujer adulta,10,Está buscando trabajo activamente?,Mestiza,7,,1,Más de 1 hora y hasta 3 horas,No,No,No,5,7,Derecha,Rara vez,Rara vez,Nunca,Nunca,Algunas veces,5,7,3,1,4,7,1,4,Guerrillas,No ha participado,Peor,Una o dos veces al año,Una o dos veces al año,Nunca,Insatisfecho(a),0,0,2.0,2.0,1.0,1.0,3.0
Orinoquía-Amazonía,Urbano,,Hombre,1,Mujer adulta,12,Trabajando?,,2,3,3,Entre 10 y hasta 30 minutos,Sí,Sí,No,1,3,Izquierda,Rara vez,Rara vez,Algunas veces,Algunas veces,Rara vez,Prestada/cedida o compartida,1,1,2,1,2,3,3,Delincuentes comunes,No ha participado,Igual,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,2.0,2.0,3.0,3.0,2.0
Orinoquía-Amazonía,Urbano,,Hombre,1,Mujer adulta joven,11,Trabajando?,Mestiza,5,6,4,Más de 30 minutos y hasta una hora,No,No,No,6,5,7,Rara vez,Rara vez,Nunca,Rara vez,Nunca,Prestada/cedida o compartida,5,5,6,4,6,5,4,Crimen organiado y narcotraficantes,No ha participado,Peor,Una vez a la semana,Nunca,Una o dos veces al año,Insatisfecho(a),0,0,2.0,2.0,1.0,2.0,1.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Mujer adulta,Ninguno,Se dedica a los quehaceres de su hogar?,Blanca,1,1,1,Más de 3 horas,Sí,Sí,No,1,1,Izquierda,Rara vez,Siempre,,Rara vez,Rara vez,Alquilada,1,1,1,1,1,1,1,Delincuentes comunes,No ha participado,Peor,Una o dos veces al año,Nunca,Nunca,Satisfecho(a),0,0,5.0,2.0,,2.0,2.0
Orinoquía-Amazonía,Urbano,,Hombre,1,Hombre adulto joven,11,Trabajando?,Mestiza,3,1,1,Más de 30 minutos y hasta una hora,No,No,No,1,2,7,Nunca,Rara vez,Nunca,Nunca,Nunca,Prestada/cedida o compartida,2,1,1,1,1,1,1,Guerrillas,No ha participado,Igual,Una o dos veces al mes,Nunca,Nunca,Insatisfecho(a),0,0,2.0,1.0,1.0,1.0,1.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Mujer adulta mayor,11,No está trabajando en este momento pero tiene trabajo?,,7,6,5,Más de 30 minutos y hasta una hora,No,Sí,No,7,7,9,Nunca,Frecuentemente,Nunca,Nunca,Algunas veces,7,6,2,1,7,6,1,4,Pandillas,No ha participado,Peor,Una vez a la semana,Una o dos veces al mes,Una o dos veces al año,Muy insatisfecho(a),8,2,4.0,1.0,1.0,1.0,3.0
Pacífica,Urbano,,Mujer,1,Mujer adulta joven,5,Se dedica a los quehaceres de su hogar?,Negra,7,,,[No Leer] No hay Policía/ No llegaría nunca,No,No,No,1,5,7,,,Nunca,Nunca,,,,,1,,,1,1,Ninguno,No ha participado,Igual,Nunca,Nunca,Nunca,,0,0,,,1.0,1.0,
Pacífica,Urbano,,Mujer,1,Mujer adulta mayor,Ninguno,Se dedica a los quehaceres de su hogar?,Indígena,6,5,7,Entre 10 y hasta 30 minutos,No,No,No,6,7,5,,Siempre,,,,7,6,6,6,7,7,4,1,Delincuentes comunes,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Muy insatisfecho(a),0,0,5.0,,,,
Pacífica,Urbano,,Mujer,1,Mujer adulta mayor,5,Se dedica a los quehaceres de su hogar?,Mestiza,5,6,4,Entre 10 y hasta 30 minutos,No,Sí,No,5,5,5,Frecuentemente,Siempre,Nunca,Nunca,Rara vez,5,5,6,7,5,3,6,6,Delincuentes comunes,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,5.0,4.0,1.0,1.0,2.0
Pacífica,Urbano,,Mujer,1,Mujer adulta mayor,7,Se dedica a los quehaceres de su hogar?,,7,6,5,Más de 3 horas,Sí,Sí,No,5,4,,,,Nunca,Rara vez,Nunca,Otra situación,5,7,7,7,7,5,4,Ninguno,No ha participado,Peor,Una o dos veces al mes,Una o dos veces al año,Nunca,Insatisfecho(a),0,0,,,1.0,2.0,1.0
Pacífica,Urbano,,Mujer,1,Hombre adulto joven,15,Trabajando?,Mestiza,7,7,7,Más de 30 minutos y hasta una hora,Sí,No,Sí,5,3,5,Nunca,Nunca,Nunca,Algunas veces,Nunca,6,5,6,6,3,6,6,5,Pandillas,No ha participado,Peor,Una o dos veces al mes,Nunca,Nunca,Insatisfecho(a),0,0,1.0,1.0,1.0,3.0,1.0
Pacífica,Urbano,,Mujer,1,Hombre adulto,10,Trabajando?,Indígena,7,5,5,Más de 3 horas,Sí,No,No,5,4,Izquierda,Nunca,Algunas veces,Nunca,Algunas veces,Nunca,Otra situación,5,6,7,4,3,7,4,Delincuentes comunes,No ha participado,Peor,Una o dos veces al mes,Nunca,Nunca,Insatisfecho(a),0,0,3.0,1.0,1.0,3.0,1.0
Pacífica,Urbano,,Mujer,1,Mujer adulta,5,Se dedica a los quehaceres de su hogar?,Mestiza,5,7,5,Más de 1 hora y hasta 3 horas,Sí,No,No,2,7,7,Algunas veces,Rara vez,Nunca,Algunas veces,Siempre,5,6,6,3,5,5,4,3,Delincuentes comunes,No ha participado,Peor,Una o dos veces al mes,Nunca,Una o dos veces al mes,Satisfecho(a),0,0,2.0,3.0,1.0,3.0,5.0
Pacífica,Urbano,,Hombre,1,Hombre adulto mayor,11,Trabajando?,Negra,5,5,5,Más de 30 minutos y hasta una hora,No,Sí,Sí,5,7,Izquierda,Algunas veces,Algunas veces,Algunas veces,Algunas veces,,5,2,7,7,3,3,4,3,Delincuentes comunes,No ha participado,Peor,Una o dos veces al mes,Nunca,Nunca,Insatisfecho(a),0,0,3.0,3.0,3.0,3.0,
Pacífica,Urbano,,Mujer,1,Mujer adulta joven,11,Está buscando trabajo activamente?,Negra,4,4,4,Más de 30 minutos y hasta una hora,Sí,Sí,No,1,3,,Rara vez,Nunca,Algunas veces,Nunca,Siempre,Otra situación,2,,7,2,3,4,5,Ninguno,No ha participado,Igual,Una o dos veces al mes,Nunca,Una o dos veces al año,Muy insatisfecho(a),0,0,1.0,2.0,3.0,1.0,5.0
Pacífica,Urbano,,Mujer,1,Hombre adulto mayor,5,Trabajando?,Mestiza,3,4,3,Más de 3 horas,No,No,No,1,2,2,Siempre,Siempre,Siempre,Nunca,Siempre,6,5,3,4,7,1,6,6,Guerrillas,No ha participado,Peor,Nunca,Nunca,Una o dos veces al año,Insatisfecho(a),0,0,5.0,5.0,5.0,1.0,5.0
Pacífica,Rural,,Hombre,0,Hombre adulto,11,Trabajando?,Mestiza,6,5,6,Entre 10 y hasta 30 minutos,No,No,No,4,3,3,Siempre,Siempre,Rara vez,Rara vez,Rara vez,5,3,7,7,4,4,5,5,Delincuentes comunes,No ha participado,Igual,Nunca,Nunca,Una o dos veces al año,Insatisfecho(a),0,0,5.0,5.0,2.0,2.0,2.0
Pacífica,Rural,,Hombre,0,Hombre adulto,11,Trabajando?,Mulata,7,7,7,Más de 1 hora y hasta 3 horas,No,No,No,3,7,Derecha,Rara vez,Rara vez,Frecuentemente,Siempre,Siempre,5,7,5,7,1,4,1,5,Delincuentes comunes,No ha participado,Peor,Nunca,Nunca,Nunca,Satisfecho(a),0,0,2.0,2.0,4.0,5.0,5.0
Pacífica,Urbano,,Mujer,1,Hombre adulto joven,9,Es estudiante?,Negra,7,6,6,Entre 10 y hasta 30 minutos,Sí,Sí,Sí,3,5,4,Algunas veces,Frecuentemente,Nunca,Rara vez,Rara vez,5,4,5,3,2,2,1,3,Delincuentes comunes,No ha participado,Peor,Una o dos veces al año,Nunca,Nunca,Satisfecho(a),0,0,4.0,3.0,1.0,2.0,2.0
Pacífica,Urbano,,Mujer,1,Mujer adulta,11,Es estudiante?,Negra,5,3,3,[No Leer] No hay Policía/ No llegaría nunca,No,Sí,No,5,5,Izquierda,Frecuentemente,Siempre,Nunca,Nunca,Nunca,5,3,,,4,4,6,3,Delincuentes comunes,No ha participado,Peor,Una o dos veces al mes,Nunca,Nunca,Satisfecho(a),0,0,5.0,4.0,1.0,1.0,1.0
Pacífica,Rural,,Mujer,0,Mujer adulta joven,11,Trabajando?,Negra,6,6,6,Más de 30 minutos y hasta una hora,No,No,No,2,6,Izquierda,Frecuentemente,Frecuentemente,Nunca,Rara vez,Rara vez,5,3,6,6,2,2,5,5,Delincuentes comunes,No ha participado,Igual,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,4.0,4.0,1.0,2.0,2.0
Pacífica,Urbano,,Hombre,1,Hombre adulto mayor,5,Trabajando?,Indígena,7,6,4,,Sí,Sí,Sí,5,6,5,Algunas veces,Rara vez,Algunas veces,,,6,,5,6,,,3,2,Delincuentes comunes,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,2.0,3.0,3.0,,
Pacífica,Urbano,,Mujer,1,Mujer adulta,12,Trabajando?,Negra,7,5,1,Más de 30 minutos y hasta una hora,No,No,No,4,1,5,Rara vez,,Nunca,Rara vez,Siempre,Alquilada,3,1,3,2,1,5,1,Delincuentes comunes,No ha participado,Igual,Una o dos veces al año,Nunca,Nunca,Insatisfecho(a),0,0,,2.0,1.0,2.0,5.0
Pacífica,Urbano,,Hombre,1,Hombre adulto joven,8,Trabajando?,Mulata,5,1,1,Más de 30 minutos y hasta una hora,No,No,No,4,3,Izquierda,Nunca,Nunca,Nunca,Nunca,Nunca,Propia,4,7,7,1,1,1,7,Otros,Sí ha participado,Mejor,Nunca,Una o dos veces al año,Nunca,Insatisfecho(a),0,0,1.0,1.0,1.0,1.0,1.0
Pacífica,Urbano,,Mujer,1,Hombre adulto mayor,5,Se dedica a los quehaceres de su hogar?,Indígena,7,5,1,Entre 10 y hasta 30 minutos,No,No,No,6,7,,,Frecuentemente,Nunca,Nunca,Rara vez,Otra situación,1,6,7,5,5,,5,Delincuentes comunes,No ha participado,Igual,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,4.0,,1.0,1.0,2.0
Pacífica,Urbano,,Mujer,1,Mujer adulta mayor,5,Se dedica a los quehaceres de su hogar?,,7,4,1,,No,No,No,7,7,,,Siempre,,Frecuentemente,,7,7,7,7,4,7,,4,Delincuentes comunes,No ha participado,Igual,Una o dos veces al año,Nunca,Nunca,Insatisfecho(a),0,0,5.0,,,4.0,
Pacífica,Urbano,,Mujer,1,Mujer adulta,5,Se dedica a los quehaceres de su hogar?,Mestiza,1,1,1,Menos de 10 minutos,No,No,No,3,3,Izquierda,Nunca,Rara vez,Nunca,Nunca,Nunca,Otra situación,3,3,4,1,1,1,3,Pandillas,No ha participado,Igual,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,2.0,1.0,1.0,1.0,1.0
Pacífica,Urbano,,Mujer,1,Mujer adulta joven,11,Trabajando?,,7,5,5,Más de 3 horas,Sí,Sí,No,1,1,Derecha,Algunas veces,Rara vez,Algunas veces,,Frecuentemente,Propia,7,7,4,,2,5,4,Guerrillas,No ha participado,Mejor,Una o dos veces al año,Nunca,Una o dos veces al mes,Insatisfecho(a),0,0,2.0,3.0,3.0,,4.0
Pacífica,Urbano,,Mujer,1,Hombre adulto mayor,5,Se dedica a los quehaceres de su hogar?,Mestiza,7,7,5,Entre 10 y hasta 30 minutos,No,No,No,7,7,4,,Frecuentemente,Nunca,Nunca,Nunca,7,7,5,7,,7,5,7,Guerrillas,No ha participado,Peor,Nunca,Nunca,Nunca,Satisfecho(a),0,0,4.0,,1.0,1.0,1.0
Pacífica,Urbano,,Mujer,1,Hombre adulto joven,6,Trabajando?,Negra,7,7,7,Entre 10 y hasta 30 minutos,No,Sí,Sí,5,7,5,Siempre,Frecuentemente,Frecuentemente,Rara vez,Algunas veces,5,6,6,7,7,7,7,1,Crimen organiado y narcotraficantes,No ha participado,Peor,Nunca,Nunca,Nunca,Satisfecho(a),0,0,4.0,5.0,4.0,2.0,3.0
Pacífica,Urbano,,Hombre,1,Hombre adulto,11,Trabajando?,Negra,5,4,3,Entre 10 y hasta 30 minutos,No,No,No,2,5,5,Algunas veces,Algunas veces,Nunca,Nunca,Nunca,Otra situación,3,7,7,2,3,4,3,Pandillas,No ha participado,Igual,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,3.0,3.0,1.0,1.0,1.0
Pacífica,Urbano,,Hombre,1,Hombre adulto mayor,7,Trabajando?,Negra,7,7,7,Entre 10 y hasta 30 minutos,No,No,No,3,5,,Rara vez,Algunas veces,Algunas veces,Algunas veces,Rara vez,5,5,5,4,4,2,1,5,Crimen organiado y narcotraficantes,No ha participado,Peor,Nunca,Nunca,Nunca,Muy insatisfecho(a),0,0,3.0,2.0,3.0,3.0,2.0
Pacífica,Urbano,,Hombre,1,Hombre adulto,11,Trabajando?,Blanca,7,7,7,Entre 10 y hasta 30 minutos,Sí,Sí,Sí,7,7,Izquierda,Frecuentemente,Frecuentemente,Nunca,Nunca,Nunca,5,7,7,1,4,7,7,7,Delincuentes comunes,No ha participado,Igual,Nunca,Nunca,Una o dos veces al año,Satisfecho(a),0,0,4.0,4.0,1.0,1.0,1.0
Pacífica,Urbano,,Mujer,1,Mujer adulta,11,Trabajando?,Mestiza,7,6,6,Más de 30 minutos y hasta una hora,No,No,No,5,4,5,Algunas veces,Frecuentemente,Nunca,Nunca,Nunca,Otra situación,4,4,2,2,2,2,3,Pandillas,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,4.0,3.0,1.0,1.0,1.0
Pacífica,Rural,,Mujer,0,Mujer adulta mayor,5,Se dedica a los quehaceres de su hogar?,,6,5,4,Entre 10 y hasta 30 minutos,No,No,No,5,5,Derecha,Rara vez,Frecuentemente,Nunca,Nunca,Rara vez,6,1,6,4,,7,6,4,Delincuentes comunes,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,4.0,2.0,1.0,1.0,2.0
Pacífica,Urbano,,Mujer,1,Mujer adulta mayor,4,Trabajando?,Blanca,7,7,4,Más de 3 horas,No,No,No,7,7,Derecha,Rara vez,,Nunca,Rara vez,Nunca,5,6,1,1,7,4,7,5,Personas pertenecientes a su familia,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,,2.0,1.0,2.0,1.0
Pacífica,Urbano,,Mujer,1,Mujer adulta,11,Trabajando?,Mestiza,7,7,7,Entre 10 y hasta 30 minutos,Sí,No,No,5,4,Derecha,Rara vez,Algunas veces,Rara vez,Algunas veces,Nunca,Otra situación,5,5,3,4,4,4,1,Delincuentes comunes,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,3.0,2.0,2.0,3.0,1.0
Pacífica,Rural,,Mujer,0,Mujer adulta joven,11,Se dedica a los quehaceres de su hogar?,Mestiza,6,6,2,Más de 1 hora y hasta 3 horas,No,No,No,7,5,,Nunca,Siempre,Nunca,Nunca,Nunca,Otra situación,4,7,4,4,7,4,4,Delincuentes comunes,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,5.0,1.0,1.0,1.0,1.0
Pacífica,,,Hombre,,Hombre adulto joven,11,Trabajando?,Negra,7,6,5,Entre 10 y hasta 30 minutos,No,No,No,2,1,Izquierda,Nunca,Frecuentemente,Nunca,Nunca,Nunca,Alquilada,1,5,4,5,3,1,1,Delincuentes comunes,No ha participado,Igual,Una o dos veces al año,Nunca,Nunca,Muy insatisfecho(a),0,0,4.0,1.0,1.0,1.0,1.0
Pacífica,Rural,,Mujer,0,Mujer adulta joven,11,Trabajando?,Indígena,7,7,7,Más de 1 hora y hasta 3 horas,No,No,Sí,4,4,2,Rara vez,Algunas veces,Rara vez,Nunca,Nunca,Alquilada,4,4,5,7,4,3,2,Guerrillas,No ha participado,Igual,Nunca,Nunca,Nunca,Satisfecho(a),0,0,3.0,2.0,2.0,1.0,1.0
Pacífica,Urbano,,Hombre,1,Hombre adulto joven,12,Trabajando?,Blanca,5,5,5,Más de 1 hora y hasta 3 horas,Sí,Sí,No,5,5,5,Rara vez,Rara vez,Algunas veces,Rara vez,Algunas veces,Otra situación,4,1,1,1,1,1,5,Delincuentes comunes,No ha participado,Peor,Nunca,Nunca,Nunca,Muy insatisfecho(a),0,0,2.0,2.0,3.0,2.0,3.0
Pacífica,Rural,,Mujer,0,Hombre adulto,11,Trabajando?,Blanca,7,7,4,Más de 30 minutos y hasta una hora,No,No,No,5,7,Izquierda,Frecuentemente,Siempre,Nunca,Algunas veces,Rara vez,Alquilada,1,7,5,1,1,2,3,Delincuentes comunes,No ha participado,Peor,Nunca,Una o dos veces al mes,Nunca,Muy insatisfecho(a),0,0,5.0,4.0,1.0,3.0,2.0
Pacífica,Rural,,Mujer,0,Hombre adulto mayor,14,No está trabajando en este momento pero tiene trabajo?,Mestiza,7,7,7,Entre 10 y hasta 30 minutos,No,No,No,5,7,5,Siempre,Siempre,Nunca,Rara vez,,Alquilada,4,1,1,3,3,1,5,Delincuentes comunes,No ha participado,Peor,Nunca,Una o dos veces al año,Una o dos veces al año,Insatisfecho(a),0,0,5.0,5.0,1.0,2.0,
Pacífica,Urbano,,Mujer,1,Hombre adulto mayor,11,Trabajando?,Mestiza,7,7,2,Menos de 10 minutos,No,Sí,Sí,7,1,Izquierda,Siempre,Siempre,Nunca,Nunca,Nunca,7,7,7,7,7,7,7,7,Delincuentes comunes,No ha participado,Mejor,Nunca,Nunca,Nunca,Satisfecho(a),0,0,5.0,5.0,1.0,1.0,1.0
