estratopri,ur,coll1,sexo_std,ur_num,age_gender_clean,ed_clean,colocup4an_clean,etid_clean,cs1_num,cs5_num,cs7_num,infrax_clean,wc1_clean,wc2_clean,wc3_clean,trust_num,leg_num,l1_clean,just1_clean,resp1_clean,poley1_clean,poley2_clean,poley3_clean,pr1_clean,pr5_num,pet1_num,pet3_num,effec1_num,effec2_num,eff1_num,eff2_num,aoj21_clean,prot3_clean,colseg_clean,cp6_clean,cp13_clean,colcp8a_clean,pn4_clean,noncontacts_num,refusal_num,resp1_likert,just1_likert,poley1_likert,poley2_likert,poley3_likert
Andina,Urbano,,Mujer,1,Mujer adulta joven,12,Trabajando?,Mestiza,4,4,3,Más de 30 minutos y hasta una hora,No,No,No,4,2,Derecha,Nunca,Frecuentemente,Algunas veces,Algunas veces,Rara vez,Prestada/cedida o compartida,3,2,3,1,1,2,1,Pandillas,No ha participado,Peor,Nunca,Nunca,Nunca,Muy satisfecho(a),0,0,4.0,1.0,3.0,3.0,2.0
Andina,Rural,,Hombre,0,Hombre adulto mayor,Ninguno,Está incapacitado permanentemente para trabajar?,Mestiza,7,7,5,Más de 1 hora y hasta 3 horas,Sí,Sí,No,7,7,Derecha,Rara vez,Nunca,Nunca,Nunca,Nunca,7,6,7,7,7,7,7,4,Pandillas,No ha participado,Igual,Una o dos veces al mes,Nunca,Una o dos veces al mes,Insatisfecho(a),0,0,1.0,2.0,1.0,1.0,1.0
Andina,Rural,,Hombre,0,Mujer adulta joven,11,Se dedica a los quehaceres de su hogar?,,7,6,5,Más de 30 minutos y hasta una hora,No,No,No,6,3,Izquierda,Siempre,Frecuentemente,Nunca,Nunca,Nunca,5,5,4,5,5,5,3,1,Guerrillas,No ha participado,Peor,Nunca,Nunca,Una o dos veces al mes,Satisfecho(a),0,0,4.0,5.0,1.0,1.0,1.0
Andina,Rural,,Hombre,0,Hombre adulto mayor,5,Está incapacitado permanentemente para trabajar?,Blanca,7,7,7,Más de 1 hora y hasta 3 horas,Sí,Sí,No,3,7,4,Algunas veces,Algunas veces,Algunas veces,Frecuentemente,Algunas veces,5,3,7,7,2,2,7,7,Otros,No ha participado,Mejor,Una vez a la semana,Nunca,Una o dos veces al año,Insatisfecho(a),0,0,3.0,3.0,3.0,4.0,3.0
Andina,Rural,,Mujer,0,Mujer adulta,11,Se dedica a los quehaceres de su hogar?,Mestiza,7,7,7,Más de 3 horas,Sí,Sí,No,5,5,5,,Algunas veces,,Algunas veces,,Otra situación,4,3,2,1,1,1,4,Pandillas,No ha participado,Igual,Una vez a la semana,Nunca,Una o dos veces al año,Insatisfecho(a),0,0,3.0,,,3.0,
Andina,Urbano,,Hombre,1,Hombre adulto,13,Está buscando trabajo activamente?,Mestiza,7,6,5,Más de 30 minutos y hasta una hora,No,Sí,No,6,7,Izquierda,Rara vez,Nunca,,Rara vez,Rara vez,Prestada/cedida o compartida,,7,7,2,5,7,5,Pandillas,No ha participado,Igual,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,1.0,2.0,,2.0,2.0
Andina,Rural,,Mujer,0,Mujer adulta,13,Se dedica a los quehaceres de su hogar?,Mestiza,6,6,6,[No Leer] No hay Policía/ No llegaría nunca,Sí,Sí,No,3,7,5,Siempre,Siempre,Algunas veces,Algunas veces,Nunca,6,2,4,3,1,4,1,1,Pandillas,No ha participado,Igual,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,5.0,5.0,3.0,3.0,1.0
Andina,Urbano,,Hombre,1,Hombre adulto joven,12,Es estudiante?,Negra,5,3,2,Entre 10 y hasta 30 minutos,No,No,No,2,4,3,Rara vez,Frecuentemente,Nunca,Nunca,Nunca,Prestada/cedida o compartida,2,2,4,4,5,2,1,Pandillas,No ha participado,Igual,Una o dos veces al mes,Nunca,Nunca,Insatisfecho(a),0,0,4.0,2.0,1.0,1.0,1.0
Andina,Urbano,,Hombre,1,Hombre adulto joven,11,Trabajando?,Blanca,7,6,5,Menos de 10 minutos,No,No,No,5,7,9,Frecuentemente,Frecuentemente,,,Frecuentemente,6,5,5,1,,5,5,4,Delincuentes comunes,No ha participado,Peor,Nunca,Nunca,Nunca,Satisfecho(a),0,0,4.0,4.0,,,4.0
Andina,Rural,,Mujer,0,Mujer adulta,13,No está trabajando en este momento pero tiene trabajo?,Mulata,2,2,2,Más de 3 horas,No,Sí,Sí,1,1,,Rara vez,Siempre,Nunca,Siempre,Siempre,Alquilada,1,1,1,1,1,1,1,Guerrillas,No ha participado,Peor,Una o dos veces al año,Nunca,Nunca,Insatisfecho(a),0,0,5.0,2.0,1.0,5.0,5.0
Andina,Urbano,,Hombre,1,Hombre adulto,11,Trabajando?,Mestiza,5,5,5,Entre 10 y hasta 30 minutos,Sí,Sí,No,7,7,5,Frecuentemente,Frecuentemente,Rara vez,Rara vez,Rara vez,5,3,3,3,3,5,1,1,Pandillas,No ha participado,Igual,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,4.0,4.0,2.0,2.0,2.0
Andina,Rural,,Hombre,0,Mujer adulta mayor,1,Se dedica a los quehaceres de su hogar?,Mestiza,5,4,5,Más de 30 minutos y hasta una hora,Sí,Sí,Sí,6,7,6,Algunas veces,Algunas veces,,Nunca,Siempre,5,5,2,4,5,5,3,2,Pandillas,No ha participado,,Una vez a la semana,Nunca,Una o dos veces al mes,,0,0,3.0,3.0,,1.0,5.0
Andina,Urbano,,Hombre,1,Hombre adulto joven,12,Es estudiante?,Negra,6,7,6,Entre 10 y hasta 30 minutos,No,Sí,No,4,6,5,Nunca,Rara vez,Rara vez,Frecuentemente,Nunca,5,4,1,3,3,2,3,4,Guerrillas,No ha participado,Igual,Una vez a la semana,Nunca,Nunca,,0,0,2.0,1.0,2.0,4.0,1.0
Andina,Rural,,Hombre,0,Hombre adulto,1,Trabajando?,Mestiza,6,7,1,[No Leer] No hay Policía/ No llegaría nunca,Sí,Sí,No,1,7,5,Frecuentemente,Frecuentemente,Siempre,Nunca,Siempre,7,1,3,,1,7,1,1,Policía o militares,No ha participado,Peor,Nunca,Nunca,Una o dos veces al año,Satisfecho(a),0,0,4.0,4.0,5.0,1.0,5.0
Andina,Rural,,Hombre,0,Mujer adulta joven,4,Se dedica a los quehaceres de su hogar?,Mestiza,7,7,7,Más de 1 hora y hasta 3 horas,No,No,No,7,7,Derecha,Siempre,Siempre,Nunca,Nunca,Nunca,6,7,7,7,1,5,7,2,Delincuentes comunes,No ha participado,Igual,Nunca,Nunca,Una o dos veces al mes,Satisfecho(a),0,0,5.0,5.0,1.0,1.0,1.0
Andina,Rural,,Hombre,0,Mujer adulta mayor,1,Se dedica a los quehaceres de su hogar?,Mestiza,7,3,6,Menos de 10 minutos,Sí,No,Sí,6,7,2,Siempre,Siempre,Nunca,Siempre,Algunas veces,7,7,7,7,1,1,4,2,Ninguno,No ha participado,Peor,Una vez a la semana,Nunca,Una o dos veces al mes,Insatisfecho(a),0,0,5.0,5.0,1.0,5.0,3.0
Andina,Urbano,,Hombre,1,Hombre adulto joven,12,Es estudiante?,Blanca,6,5,4,Más de 1 hora y hasta 3 horas,Sí,Sí,No,4,3,3,Nunca,Siempre,Algunas veces,Rara vez,Rara vez,Prestada/cedida o compartida,3,4,5,1,3,2,4,Pandillas,No ha participado,Igual,Una o dos veces al año,Nunca,Nunca,Insatisfecho(a),0,0,5.0,1.0,3.0,2.0,2.0
Andina,Urbano,,Hombre,1,Hombre adulto mayor,7,Trabajando?,Mestiza,7,4,3,Entre 10 y hasta 30 minutos,No,Sí,No,5,6,,Siempre,Siempre,Nunca,Nunca,Nunca,Otra situación,4,5,5,3,5,6,3,Guerrillas,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,5.0,5.0,1.0,1.0,1.0
Andina,Urbano,,Hombre,1,Mujer adulta mayor,5,Se dedica a los quehaceres de su hogar?,Mestiza,7,7,7,Más de 30 minutos y hasta una hora,Sí,Sí,No,6,5,8,Algunas veces,Algunas veces,Nunca,Rara vez,Siempre,5,6,6,6,5,5,2,4,Guerrillas,No ha participado,Mejor,Una vez a la semana,Nunca,Una o dos veces al mes,Satisfecho(a),0,0,3.0,3.0,1.0,2.0,5.0
Andina,Rural,,Hombre,0,Hombre adulto,14,Trabajando?,Blanca,4,4,4,Más de 30 minutos y hasta una hora,Sí,Sí,No,4,6,3,Frecuentemente,Algunas veces,Rara vez,Rara vez,,5,,6,5,,5,4,6,Delincuentes comunes,No ha participado,Mejor,Una o dos veces al mes,Una o dos veces al año,Una o dos veces al mes,Satisfecho(a),0,0,3.0,4.0,2.0,2.0,
Andina,Urbano,,Mujer,1,Hombre adulto mayor,7,Está incapacitado permanentemente para trabajar?,Negra,7,7,7,Entre 10 y hasta 30 minutos,Sí,Sí,Sí,7,7,5,Algunas veces,Algunas veces,,,Algunas veces,7,7,7,5,7,7,7,5,Pandillas,Sí ha participado,Peor,Una vez a la semana,Nunca,Una o dos veces al mes,Insatisfecho(a),0,0,3.0,3.0,,,3.0
Andina,Urbano,,Hombre,1,Mujer adulta,11,Se dedica a los quehaceres de su hogar?,Negra,6,5,4,Entre 10 y hasta 30 minutos,Sí,No,No,6,5,5,Algunas veces,Algunas veces,Nunca,Nunca,Nunca,Otra situación,6,6,6,6,7,5,5,Pandillas,No ha participado,Mejor,Una vez a la semana,Nunca,Nunca,Satisfecho(a),0,0,3.0,3.0,1.0,1.0,1.0
Andina,Rural,,Hombre,0,Mujer adulta joven,7,Se dedica a los quehaceres de su hogar?,Negra,5,2,2,Más de 1 hora y hasta 3 horas,Sí,Sí,No,3,3,2,Nunca,Siempre,Nunca,Nunca,Nunca,Propia,3,4,2,1,2,2,4,Pandillas,Sí ha participado,Peor,Una vez a la semana,Una vez a la semana,Una o dos veces al mes,Satisfecho(a),0,0,5.0,1.0,1.0,1.0,1.0
Andina,Urbano,,Mujer,1,Mujer adulta mayor,5,No trabaja y no está buscando trabajo?,Blanca,3,2,3,[No Leer] No hay Policía/ No llegaría nunca,No,No,No,7,5,5,Nunca,Siempre,Nunca,Nunca,Nunca,5,,,2,5,4,5,,Guerrillas,No ha participado,Igual,Una vez a la semana,Nunca,Nunca,Satisfecho(a),1,0,5.0,1.0,1.0,1.0,1.0
Caribe,Urbano,,Hombre,1,Hombre adulto joven,13,Es estudiante?,Blanca,4,2,2,Entre 10 y hasta 30 minutos,No,No,No,5,4,5,Frecuentemente,Siempre,,,,Otra situación,4,4,7,,3,1,4,Delincuentes comunes,No ha participado,Igual,Una o dos veces al mes,Nunca,Nunca,Insatisfecho(a),0,0,5.0,4.0,,,
Caribe,Urbano,,Hombre,1,Mujer adulta joven,11,,Mestiza,4,2,2,Más de 30 minutos y hasta una hora,No,Sí,No,1,3,5,Algunas veces,Algunas veces,Algunas veces,Nunca,Nunca,Propia,,5,6,3,3,,,Las BACRIM,No ha participado,Igual,Una o dos veces al mes,Una o dos veces al año,Nunca,Insatisfecho(a),0,0,3.0,3.0,3.0,1.0,1.0
Caribe,Rural,,Mujer,0,Mujer adulta,11,Trabajando?,,3,2,2,Más de 30 minutos y hasta una hora,No,No,No,,5,4,,Frecuentemente,,,,,,6,7,4,5,,2,Delincuentes comunes,No ha participado,Igual,Nunca,Nunca,Nunca,,0,0,4.0,,,,
Caribe,Urbano,,Hombre,1,Mujer adulta,11,Trabajando?,,3,2,2,Entre 10 y hasta 30 minutos,No,No,No,3,4,3,Algunas veces,Algunas veces,,,,Prestada/cedida o compartida,3,4,6,5,6,3,2,,No ha participado,Igual,Nunca,Una o dos veces al mes,Nunca,Insatisfecho(a),0,0,3.0,3.0,,,
Caribe,Urbano,,Hombre,1,Hombre adulto,11,Está buscando trabajo activamente?,Mestiza,3,2,4,Entre 10 y hasta 30 minutos,No,No,No,2,1,3,,,,,,,,7,7,4,5,4,3,,No ha participado,Igual,Una o dos veces al año,Una o dos veces al año,Nunca,Insatisfecho(a),0,0,,,,,
Caribe,Urbano,,Hombre,1,Mujer adulta joven,11,Está buscando trabajo activamente?,Mestiza,6,3,3,Más de 30 minutos y hasta una hora,No,No,No,,,2,Frecuentemente,Algunas veces,,,,,,4,,,,,,Delincuentes comunes,No ha participado,Igual,Nunca,Una o dos veces al año,Nunca,,0,0,3.0,4.0,,,
Caribe,Urbano,,Hombre,1,Mujer adulta joven,11,Se dedica a los quehaceres de su hogar?,,2,2,2,Entre 10 y hasta 30 minutos,No,No,No,,,4,,,,,,,,5,6,4,5,2,1,,No ha participado,Igual,Una o dos veces al mes,Nunca,Nunca,Satisfecho(a),0,0,,,,,
Caribe,Urbano,,Hombre,1,Hombre adulto joven,11,Es estudiante?,Mestiza,2,3,1,Entre 10 y hasta 30 minutos,No,No,No,2,2,4,,,,,,Otra situación,2,6,6,4,4,2,1,,No ha participado,,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,,,,,
Caribe,Urbano,,Hombre,1,Hombre adulto mayor,4,No trabaja y no está buscando trabajo?,Mestiza,,,,Entre 10 y hasta 30 minutos,No,No,No,1,3,3,,,,,,,,4,4,,,1,2,,No ha participado,Mejor,Una vez a la semana,Nunca,Nunca,Satisfecho(a),0,0,,,,,
Caribe,Urbano,,Hombre,1,Mujer adulta,11,Se dedica a los quehaceres de su hogar?,Mestiza,,1,,Entre 10 y hasta 30 minutos,No,No,No,,3,5,,,,,,,,,,,5,3,,,No ha participado,Igual,Una o dos veces al mes,Una o dos veces al año,Nunca,Satisfecho(a),0,0,,,,,
Caribe,Urbano,,Hombre,1,Hombre adulto mayor,9,Trabajando?,Mestiza,4,4,2,Entre 10 y hasta 30 minutos,No,No,No,,,Izquierda,,Frecuentemente,,,,,1,4,5,5,6,1,1,Delincuentes comunes,No ha participado,Igual,Nunca,Una o dos veces al año,Una o dos veces al año,Satisfecho(a),0,0,4.0,,,,
Caribe,Urbano,,Hombre,1,Mujer adulta,11,Se dedica a los quehaceres de su hogar?,Mestiza,4,3,2,Entre 10 y hasta 30 minutos,No,No,No,,,3,,,,,,,2,,6,,4,,,,No ha participado,Mejor,Una o dos veces al mes,Nunca,Nunca,Insatisfecho(a),0,0,,,,,
Caribe,Urbano,,Hombre,1,Hombre adulto mayor,4,No está trabajando en este momento pero tiene trabajo?,,5,3,,,No,No,No,,,3,,,,,,,,7,6,,,,,,No ha participado,Igual,Una vez a la semana,Una o dos veces al año,Nunca,,0,0,,,,,
Caribe,Urbano,,Hombre,1,Hombre adulto mayor,4,No trabaja y no está buscando trabajo?,Mestiza,,,,,No,No,No,3,4,4,,,,,,,,6,7,5,6,,,,No ha participado,Igual,Una o dos veces al mes,Una o dos veces al año,Nunca,Insatisfecho(a),0,0,,,,,
Caribe,Urbano,,Hombre,1,Mujer adulta,10,Trabajando?,Blanca,7,4,5,Entre 10 y hasta 30 minutos,No,No,No,3,4,3,Algunas veces,Siempre,,,,Prestada/cedida o compartida,4,6,5,4,5,3,2,,No ha participado,Igual,Una o dos veces al año,Una o dos veces al mes,Nunca,Muy satisfecho(a),0,0,5.0,3.0,,,
Caribe,Urbano,,Hombre,1,Mujer adulta mayor,2,Se dedica a los quehaceres de su hogar?,Mestiza,,1,,Más de 30 minutos y hasta una hora,No,No,No,2,,3,,,,,,,,2,6,,5,,,,No ha participado,Igual,Una vez a la semana,Nunca,Nunca,,0,0,,,,,
Caribe,Urbano,,Hombre,1,Hombre adulto mayor,11,,,6,3,3,Entre 10 y hasta 30 minutos,No,No,No,4,3,4,Algunas veces,Frecuentemente,,,,,2,6,6,4,4,5,4,Delincuentes comunes,No ha participado,,Una o dos veces al año,Nunca,Nunca,Insatisfecho(a),0,0,4.0,3.0,,,
Caribe,Urbano,,Hombre,1,Mujer adulta joven,11,Se dedica a los quehaceres de su hogar?,Blanca,3,1,1,Entre 10 y hasta 30 minutos,No,No,No,3,,2,,Frecuentemente,,,,,,5,6,,,,1,Ninguno,,,Una o dos veces al año,Nunca,Nunca,,0,0,4.0,,,,
Caribe,Urbano,,Hombre,1,Hombre adulto,11,Trabajando?,Mestiza,4,2,1,Más de 30 minutos y hasta una hora,No,No,No,2,2,3,Algunas veces,,,,,Propia,1,4,5,3,5,2,3,Delincuentes comunes,No ha participado,Igual,Una o dos veces al año,Nunca,Nunca,Insatisfecho(a),0,0,,3.0,,,
Caribe,Urbano,,Hombre,1,Hombre adulto joven,11,Trabajando?,Mestiza,3,3,2,Entre 10 y hasta 30 minutos,No,No,No,3,4,2,,Frecuentemente,,,,Propia,2,5,7,,,4,2,Crimen organiado y narcotraficantes,No ha participado,Mejor,Una o dos veces al mes,Nunca,Nunca,Insatisfecho(a),0,0,4.0,,,,
Caribe,Urbano,,Hombre,1,Hombre adulto joven,11,Trabajando?,Negra,2,1,1,Entre 10 y hasta 30 minutos,No,No,No,3,,3,,Frecuentemente,,,,,,6,5,,,2,,,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,4.0,,,,
Caribe,Urbano,,Hombre,1,Hombre adulto mayor,6,Trabajando?,Negra,5,3,3,Más de 30 minutos y hasta una hora,No,No,No,3,4,2,,,,,,Prestada/cedida o compartida,1,5,6,,3,1,1,Delincuentes comunes,No ha participado,Igual,Nunca,Nunca,Nunca,Satisfecho(a),0,0,,,,,
Caribe,Urbano,,Hombre,1,Hombre adulto,11,Trabajando?,Negra,5,3,2,Menos de 10 minutos,No,No,No,5,3,Izquierda,Algunas veces,Frecuentemente,,,,Propia,2,6,7,4,5,1,,Delincuentes comunes,No ha participado,Mejor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,4.0,3.0,,,
Caribe,Urbano,,Hombre,1,Hombre adulto,11,Trabajando?,Mestiza,2,3,2,Entre 10 y hasta 30 minutos,No,No,No,4,3,4,,,,,,Otra situación,4,6,6,4,5,2,3,,No ha participado,Igual,Nunca,Una o dos veces al año,Nunca,Insatisfecho(a),0,0,,,,,
Caribe,Urbano,,Hombre,1,Mujer adulta mayor,11,Se dedica a los quehaceres de su hogar?,Mestiza,5,3,1,Entre 10 y hasta 30 minutos,No,No,No,,4,4,Frecuentemente,Frecuentemente,,,,,3,5,5,5,5,2,,Guerrillas,No ha participado,Mejor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,4.0,4.0,,,
Orinoquía-Amazonía,Urbano,,Mujer,1,Mujer adulta joven,13,Trabajando?,Negra,7,6,5,Más de 30 minutos y hasta una hora,No,No,No,4,7,5,Rara vez,Frecuentemente,Algunas veces,Algunas veces,Rara vez,Prestada/cedida o compartida,4,4,6,3,3,3,4,Delincuentes comunes,No ha participado,Peor,Una vez a la semana,Nunca,Una o dos veces al mes,Insatisfecho(a),0,0,4.0,2.0,3.0,3.0,2.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Hombre adulto joven,13,Trabajando?,Negra,6,,,Más de 30 minutos y hasta una hora,No,No,No,4,5,6,Nunca,Rara vez,Nunca,,Siempre,7,,3,5,5,6,5,1,Delincuentes comunes,No ha participado,Mejor,Una o dos veces al mes,Nunca,Una o dos veces al año,Satisfecho(a),0,0,2.0,1.0,1.0,,5.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Mujer adulta joven,14,Trabajando?,Mestiza,5,6,6,Entre 10 y hasta 30 minutos,No,No,No,7,6,4,Algunas veces,Siempre,Nunca,Rara vez,Nunca,6,5,6,6,5,4,5,5,Delincuentes comunes,No ha participado,Mejor,Una vez a la semana,Nunca,Nunca,Satisfecho(a),0,0,5.0,3.0,1.0,2.0,1.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Hombre adulto mayor,13,No trabaja y no está buscando trabajo?,Mestiza,6,6,6,Entre 10 y hasta 30 minutos,Sí,Sí,Sí,7,7,6,Nunca,Frecuentemente,,Nunca,Nunca,7,7,7,7,7,7,7,7,Guerrillas,No ha participado,Peor,Nunca,Una o dos veces al año,Nunca,Insatisfecho(a),0,0,4.0,1.0,,1.0,1.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Hombre adulto,11,Trabajando?,Mestiza,7,7,7,Más de 1 hora y hasta 3 horas,Sí,Sí,Sí,1,1,Derecha,Rara vez,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Alquilada,1,7,7,1,1,1,1,Policía o militares,No ha participado,Peor,Una vez a la semana,Nunca,Una o dos veces al año,Insatisfecho(a),3,5,3.0,2.0,3.0,3.0,3.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Mujer adulta mayor,5,Se dedica a los quehaceres de su hogar?,Mestiza,3,4,3,Más de 30 minutos y hasta una hora,Sí,No,No,4,3,Derecha,Rara vez,Rara vez,Rara vez,Rara vez,Algunas veces,Otra situación,5,1,1,7,4,4,5,Guerrillas,No ha participado,Peor,Una vez a la semana,Una o dos veces al mes,Nunca,Muy insatisfecho(a),1,2,2.0,2.0,2.0,2.0,3.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Mujer adulta,14,Trabajando?,Negra,3,3,2,Más de 1 hora y hasta 3 horas,No,Sí,Sí,3,4,3,Algunas veces,Rara vez,Nunca,Rara vez,Rara vez,Propia,5,6,6,7,7,3,2,Delincuentes comunes,No ha participado,Peor,Nunca,Nunca,Una o dos veces al año,Insatisfecho(a),3,0,2.0,3.0,1.0,2.0,2.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Mujer adulta,11,Se dedica a los quehaceres de su hogar?,Blanca,5,4,4,Más de 30 minutos y hasta una hora,No,No,No,6,6,Derecha,Rara vez,Siempre,Nunca,Nunca,Siempre,Otra situación,6,1,,1,7,1,4,Guerrillas,No ha participado,Peor,Nunca,Nunca,Nunca,Muy insatisfecho(a),0,0,5.0,2.0,1.0,1.0,5.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Mujer adulta,11,Está buscando trabajo activamente?,Negra,7,7,7,Más de 30 minutos y hasta una hora,No,Sí,Sí,7,7,2,Rara vez,Rara vez,Nunca,Siempre,Nunca,6,7,1,7,7,1,1,7,Guerrillas,No ha participado,Peor,Una o dos veces al mes,Nunca,Nunca,Muy insatisfecho(a),1,1,2.0,2.0,1.0,5.0,1.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Hombre adulto,14,Trabajando?,Blanca,4,5,4,Entre 10 y hasta 30 minutos,No,No,No,2,4,3,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Otra situación,2,6,6,3,2,4,6,Crimen organiado y narcotraficantes,No ha participado,Igual,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,4.0,4.0,4.0,4.0,4.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Mujer adulta,11,Está buscando trabajo activamente?,,7,7,4,Más de 1 hora y hasta 3 horas,No,Sí,No,7,7,5,Nunca,Siempre,Nunca,Nunca,Nunca,7,7,,5,7,7,1,5,Guerrillas,No ha participado,Peor,Una o dos veces al mes,Nunca,Una o dos veces al año,Insatisfecho(a),2,2,5.0,1.0,1.0,1.0,1.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Mujer adulta mayor,988888,No trabaja y no está buscando trabajo?,Mestiza,6,5,7,Más de 30 minutos y hasta una hora,No,No,No,6,5,,Frecuentemente,Siempre,Nunca,Nunca,,6,4,3,1,,,3,4,,No ha participado,Peor,Una vez a la semana,Nunca,Una o dos veces al año,Insatisfecho(a),0,0,5.0,4.0,1.0,1.0,
Orinoquía-Amazonía,Urbano,,Mujer,1,Hombre adulto,18+,Trabajando?,Blanca,5,5,4,Entre 10 y hasta 30 minutos,No,No,No,4,5,8,Frecuentemente,Algunas veces,,Algunas veces,Frecuentemente,Propia,2,4,4,1,1,2,6,Las BACRIM,No ha participado,Peor,Una o dos veces al año,Nunca,Nunca,Satisfecho(a),0,0,3.0,4.0,,3.0,4.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Mujer adulta joven,18+,Trabajando?,Mestiza,6,4,4,Más de 30 minutos y hasta una hora,Sí,Sí,No,3,3,7,Rara vez,Frecuentemente,Rara vez,,,Otra situación,5,,1,3,3,3,4,Las BACRIM,No ha participado,Peor,Una o dos veces al año,Nunca,Nunca,Insatisfecho(a),2,0,4.0,2.0,2.0,,
Orinoquía-Amazonía,Urbano,,Mujer,1,Hombre adulto joven,14,Trabajando?,Blanca,6,4,5,Menos de 10 minutos,No,No,No,5,2,5,,,,Nunca,Nunca,,,3,1,5,5,3,4,Guerrillas,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,,,,1.0,1.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Hombre adulto mayor,13,Trabajando?,Blanca,6,6,5,Más de 30 minutos y hasta una hora,Sí,Sí,Sí,4,4,9,Nunca,Rara vez,Algunas veces,Siempre,Frecuentemente,5,5,5,1,1,4,4,6,Guerrillas,No ha participado,Peor,Una vez a la semana,Nunca,Una o dos veces al mes,Satisfecho(a),0,0,2.0,1.0,3.0,5.0,4.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Mujer adulta joven,14,Trabajando?,Mestiza,7,7,6,Más de 30 minutos y hasta una hora,No,No,No,4,5,5,Siempre,Siempre,Nunca,Rara vez,Rara vez,Otra situación,4,5,5,2,4,4,2,Crimen organiado y narcotraficantes,No ha participado,Peor,Una o dos veces al año,Una o dos veces al año,Una o dos veces al año,Satisfecho(a),0,0,5.0,5.0,1.0,2.0,2.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Hombre adulto mayor,10,Está buscando trabajo activamente?,Mestiza,7,7,7,Más de 30 minutos y hasta una hora,No,Sí,No,4,5,Derecha,Rara vez,Siempre,Algunas veces,Frecuentemente,Siempre,Otra situación,4,7,7,6,5,7,7,Pandillas,Sí ha participado,Igual,Una o dos veces al mes,Nunca,Nunca,Satisfecho(a),0,6,5.0,2.0,3.0,4.0,5.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Hombre adulto mayor,11,Trabajando?,Mestiza,5,4,5,Más de 30 minutos y hasta una hora,No,No,No,4,4,4,Rara vez,Rara vez,Rara vez,Rara vez,Rara vez,5,5,4,5,4,5,4,3,Delincuentes comunes,No ha participado,Peor,Nunca,Nunca,Una o dos veces al mes,,0,0,2.0,2.0,2.0,2.0,2.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Hombre adulto joven,14,Trabajando?,Mestiza,7,7,7,Entre 10 y hasta 30 minutos,No,No,No,4,7,3,Frecuentemente,Siempre,Nunca,Nunca,Nunca,Otra situación,2,6,5,3,5,7,4,Crimen organiado y narcotraficantes,No ha participado,Igual,Una vez a la semana,Nunca,Nunca,Satisfecho(a),0,0,5.0,4.0,1.0,1.0,1.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Mujer adulta mayor,13,Está buscando trabajo activamente?,Mestiza,6,4,5,Más de 1 hora y hasta 3 horas,Sí,Sí,Sí,4,6,5,Algunas veces,Algunas veces,Nunca,Nunca,Algunas veces,5,4,5,5,2,4,3,4,Delincuentes comunes,No ha participado,Igual,Una o dos veces al mes,Una o dos veces al año,Una o dos veces al año,Insatisfecho(a),0,8,3.0,3.0,1.0,1.0,3.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Mujer adulta mayor,13,Trabajando?,Negra,7,7,7,Más de 1 hora y hasta 3 horas,Sí,No,No,6,6,4,Rara vez,Rara vez,Nunca,Nunca,Nunca,6,6,6,4,5,5,6,4,Guerrillas,No ha participado,Peor,Una vez a la semana,Nunca,Una o dos veces al año,Insatisfecho(a),0,0,2.0,2.0,1.0,1.0,1.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Hombre adulto joven,10,Es estudiante?,Mestiza,7,5,4,Entre 10 y hasta 30 minutos,Sí,Sí,No,1,6,2,Rara vez,Rara vez,Frecuentemente,Algunas veces,Algunas veces,Otra situación,4,7,7,3,4,4,4,Las BACRIM,Sí ha participado,Igual,Nunca,Nunca,Una o dos veces al año,Satisfecho(a),0,0,2.0,2.0,4.0,3.0,3.0
